observationId,sensorId,sensorType,observedAt,measurement,value,unit,quality
observation_c259487d9d44d477,temperature_living_room_01,temperature,2026-08-10T01:28:27.194312+02:00,temperature,23.8,celsius,noisy
observation_0346892f40b60655,temperature_bathroom_01,temperature,2026-08-10T01:29:23.617819+02:00,temperature,23.8,celsius,noisy
observation_7503123082d7fbb5,temperature_kitchen_01,temperature,2026-08-10T01:31:53.932109+02:00,temperature,22.2,celsius,noisy
observation_22507ec68b8fceb8,temperature_hallway_01,temperature,2026-08-10T01:32:45.936469+02:00,temperature,22.2,celsius,noisy
observation_b8ccaf19850c55ad,temperature_bedroom_01,temperature,2026-08-10T01:33:15.874136+02:00,temperature,22.7,celsius,noisy
observation_7e904e64e6a60c01,temperature_living_room_01,temperature,2026-08-10T01:43:27.194312+02:00,temperature,23.4,celsius,noisy
observation_514b9f219c5e0779,temperature_bathroom_01,temperature,2026-08-10T01:44:23.617819+02:00,temperature,23.5,celsius,noisy
observation_9c6127c65560f02e,temperature_kitchen_01,temperature,2026-08-10T01:46:53.932109+02:00,temperature,22.5,celsius,noisy
observation_e8f6be0c2fca867e,temperature_hallway_01,temperature,2026-08-10T01:47:45.936469+02:00,temperature,22.3,celsius,noisy
observation_5bf2ddfffbca83c8,temperature_bedroom_01,temperature,2026-08-10T01:48:15.874136+02:00,temperature,22.3,celsius,noisy
observation_6f6b2e7986a89481,temperature_living_room_01,temperature,2026-08-10T01:58:27.194312+02:00,temperature,23.4,celsius,noisy
observation_3afb310abe164269,temperature_bathroom_01,temperature,2026-08-10T01:59:23.617819+02:00,temperature,23.3,celsius,noisy
observation_2857ac3f253b6879,temperature_kitchen_01,temperature,2026-08-10T02:01:53.932109+02:00,temperature,22.1,celsius,noisy
observation_51a58f8d0fa86b28,temperature_hallway_01,temperature,2026-08-10T02:02:45.936469+02:00,temperature,22.1,celsius,noisy
observation_a8e6b557f5a43e26,temperature_bedroom_01,temperature,2026-08-10T02:03:15.874136+02:00,temperature,22.4,celsius,noisy
observation_27d8d8088fbabe1a,temperature_living_room_01,temperature,2026-08-10T02:13:27.194312+02:00,temperature,23.1,celsius,noisy
observation_456a62ead491febc,temperature_bathroom_01,temperature,2026-08-10T02:14:23.617819+02:00,temperature,23.2,celsius,noisy
observation_3ec985207d82521b,temperature_kitchen_01,temperature,2026-08-10T02:16:53.932109+02:00,temperature,22.1,celsius,noisy
observation_e330730ff8638bb3,temperature_hallway_01,temperature,2026-08-10T02:17:45.936469+02:00,temperature,22.3,celsius,noisy
observation_d2d3657d9b7f0a65,temperature_bedroom_01,temperature,2026-08-10T02:18:15.874136+02:00,temperature,22.3,celsius,noisy
observation_2bdb8321ac667a64,temperature_living_room_01,temperature,2026-08-10T02:28:27.194312+02:00,temperature,23.1,celsius,noisy
observation_12f14097bacb3d0a,temperature_bathroom_01,temperature,2026-08-10T02:29:23.617819+02:00,temperature,22.7,celsius,noisy
observation_18ffa0cd10b02a8c,temperature_kitchen_01,temperature,2026-08-10T02:31:53.932109+02:00,temperature,21.9,celsius,noisy
observation_5f05338fe790e4c2,temperature_hallway_01,temperature,2026-08-10T02:32:45.936469+02:00,temperature,21.9,celsius,noisy
observation_7647ebc3a3e05613,temperature_bedroom_01,temperature,2026-08-10T02:33:15.874136+02:00,temperature,22.0,celsius,noisy
observation_5963f488a1271094,temperature_living_room_01,temperature,2026-08-10T02:43:27.194312+02:00,temperature,22.9,celsius,noisy
observation_c5492fd4c140bc58,temperature_bathroom_01,temperature,2026-08-10T02:44:23.617819+02:00,temperature,23.2,celsius,noisy
observation_179b93a836060230,temperature_kitchen_01,temperature,2026-08-10T02:46:53.932109+02:00,temperature,21.7,celsius,noisy
observation_8b1a4babb1b698d7,temperature_hallway_01,temperature,2026-08-10T02:47:45.936469+02:00,temperature,21.8,celsius,noisy
observation_9c2fd9ffea93b7c0,temperature_bedroom_01,temperature,2026-08-10T02:48:15.874136+02:00,temperature,21.8,celsius,noisy
observation_f1160e155a4c85d0,temperature_living_room_01,temperature,2026-08-10T02:58:27.194312+02:00,temperature,22.9,celsius,noisy
observation_f348265b2e2f5df8,temperature_bathroom_01,temperature,2026-08-10T02:59:23.617819+02:00,temperature,22.8,celsius,noisy
observation_2755867e1c366279,temperature_kitchen_01,temperature,2026-08-10T03:01:53.932109+02:00,temperature,21.8,celsius,noisy
observation_674972429ad05cbb,temperature_hallway_01,temperature,2026-08-10T03:02:45.936469+02:00,temperature,22.0,celsius,noisy
observation_33ddedaa2c0c3b4c,temperature_bedroom_01,temperature,2026-08-10T03:03:15.874136+02:00,temperature,21.5,celsius,noisy
observation_effd7fa5f3c491f4,temperature_living_room_01,temperature,2026-08-10T03:13:27.194312+02:00,temperature,22.6,celsius,noisy
observation_16df4efba4f62860,temperature_bathroom_01,temperature,2026-08-10T03:14:23.617819+02:00,temperature,22.7,celsius,noisy
observation_4b89eefc6d42f17c,temperature_kitchen_01,temperature,2026-08-10T03:16:53.932109+02:00,temperature,21.8,celsius,noisy
observation_64dda361853cfd09,temperature_hallway_01,temperature,2026-08-10T03:17:45.936469+02:00,temperature,21.4,celsius,noisy
observation_2d16a244aef8fdc6,temperature_bedroom_01,temperature,2026-08-10T03:18:15.874136+02:00,temperature,21.8,celsius,noisy
observation_0ccdfe021450fef6,temperature_living_room_01,temperature,2026-08-10T03:28:27.194312+02:00,temperature,22.6,celsius,noisy
observation_b9f40a9a366be192,temperature_bathroom_01,temperature,2026-08-10T03:29:23.617819+02:00,temperature,22.7,celsius,noisy
observation_11e2ac6a0bdc63f8,temperature_kitchen_01,temperature,2026-08-10T03:31:53.932109+02:00,temperature,21.5,celsius,noisy
observation_f63e10fd9d4f9b27,temperature_hallway_01,temperature,2026-08-10T03:32:45.936469+02:00,temperature,21.8,celsius,noisy
observation_a82749bf5a503040,temperature_bedroom_01,temperature,2026-08-10T03:33:15.874136+02:00,temperature,21.5,celsius,noisy
observation_bc3d9922d832ae65,temperature_living_room_01,temperature,2026-08-10T03:43:27.194312+02:00,temperature,22.6,celsius,noisy
observation_c5bcbeec5114c2aa,temperature_bathroom_01,temperature,2026-08-10T03:44:23.617819+02:00,temperature,22.6,celsius,noisy
observation_008f328757f33f5f,temperature_kitchen_01,temperature,2026-08-10T03:46:53.932109+02:00,temperature,21.5,celsius,noisy
observation_1c07f9fcade4d84d,temperature_hallway_01,temperature,2026-08-10T03:47:45.936469+02:00,temperature,21.5,celsius,noisy
observation_95aaa17c807c23bb,temperature_bedroom_01,temperature,2026-08-10T03:48:15.874136+02:00,temperature,21.6,celsius,noisy
observation_0f01d4f31334f3d1,temperature_living_room_01,temperature,2026-08-10T03:58:27.194312+02:00,temperature,22.5,celsius,noisy
observation_51ecaacbe2e72c09,temperature_bathroom_01,temperature,2026-08-10T03:59:23.617819+02:00,temperature,22.7,celsius,noisy
observation_796683463202db40,temperature_kitchen_01,temperature,2026-08-10T04:01:53.932109+02:00,temperature,21.3,celsius,noisy
observation_3914c04f4671b922,temperature_hallway_01,temperature,2026-08-10T04:02:45.936469+02:00,temperature,21.4,celsius,noisy
observation_cbc7883905a1631d,temperature_bedroom_01,temperature,2026-08-10T04:03:15.874136+02:00,temperature,21.5,celsius,noisy
observation_bd18c8059f0c6753,temperature_living_room_01,temperature,2026-08-10T04:13:27.194312+02:00,temperature,22.4,celsius,noisy
observation_906ba5c44d15d9fe,temperature_bathroom_01,temperature,2026-08-10T04:14:23.617819+02:00,temperature,22.6,celsius,noisy
observation_4b817499e70ff9ef,temperature_kitchen_01,temperature,2026-08-10T04:16:53.932109+02:00,temperature,21.4,celsius,noisy
observation_f6fcd0fa89bd3c5b,temperature_hallway_01,temperature,2026-08-10T04:17:45.936469+02:00,temperature,21.5,celsius,noisy
observation_30c48a0bdbf385da,temperature_bedroom_01,temperature,2026-08-10T04:18:15.874136+02:00,temperature,21.4,celsius,noisy
observation_9bf0fbed62060628,temperature_living_room_01,temperature,2026-08-10T04:28:27.194312+02:00,temperature,22.2,celsius,noisy
observation_ce48dd298b01e0e7,temperature_bathroom_01,temperature,2026-08-10T04:29:23.617819+02:00,temperature,22.3,celsius,noisy
observation_ccfbe11a0965a215,temperature_kitchen_01,temperature,2026-08-10T04:31:53.932109+02:00,temperature,21.2,celsius,noisy
observation_bd20b249a4878fb1,temperature_hallway_01,temperature,2026-08-10T04:32:45.936469+02:00,temperature,21.1,celsius,noisy
observation_5d6b04033e455cb8,temperature_bedroom_01,temperature,2026-08-10T04:33:15.874136+02:00,temperature,21.4,celsius,noisy
observation_fe4d75a6298e5b14,temperature_living_room_01,temperature,2026-08-10T04:43:27.194312+02:00,temperature,22.3,celsius,noisy
observation_e2fb2137f4163a88,temperature_bathroom_01,temperature,2026-08-10T04:44:23.617819+02:00,temperature,22.3,celsius,noisy
observation_9eeff3b224a31343,temperature_kitchen_01,temperature,2026-08-10T04:46:53.932109+02:00,temperature,21.0,celsius,noisy
observation_e205b7a877f2141f,temperature_hallway_01,temperature,2026-08-10T04:47:45.936469+02:00,temperature,21.2,celsius,noisy
observation_cb80601c8f305f78,temperature_bedroom_01,temperature,2026-08-10T04:48:15.874136+02:00,temperature,21.3,celsius,noisy
observation_d6a6f235c86a246b,temperature_living_room_01,temperature,2026-08-10T04:58:27.194312+02:00,temperature,22.3,celsius,noisy
observation_d6bc2655ea4a06e6,temperature_bathroom_01,temperature,2026-08-10T04:59:23.617819+02:00,temperature,22.4,celsius,noisy
observation_462e02b48bc0ef8d,temperature_kitchen_01,temperature,2026-08-10T05:01:53.932109+02:00,temperature,21.1,celsius,noisy
observation_a7e008a2ec875355,temperature_hallway_01,temperature,2026-08-10T05:02:45.936469+02:00,temperature,21.2,celsius,noisy
observation_0e53aaf34b9344b9,temperature_bedroom_01,temperature,2026-08-10T05:03:15.874136+02:00,temperature,21.3,celsius,noisy
observation_01ed222aa4ce1061,temperature_living_room_01,temperature,2026-08-10T05:13:27.194312+02:00,temperature,22.4,celsius,noisy
observation_03f12c732a654c30,temperature_bathroom_01,temperature,2026-08-10T05:14:23.617819+02:00,temperature,22.2,celsius,noisy
observation_adce20ff99c06917,temperature_kitchen_01,temperature,2026-08-10T05:16:53.932109+02:00,temperature,21.0,celsius,noisy
observation_cf83a15aac71930a,temperature_hallway_01,temperature,2026-08-10T05:17:45.936469+02:00,temperature,21.0,celsius,noisy
observation_ec638e74c9e627bd,temperature_living_room_01,temperature,2026-08-10T05:28:27.194312+02:00,temperature,22.0,celsius,noisy
observation_cb196c1bf263a2be,temperature_bathroom_01,temperature,2026-08-10T05:29:23.617819+02:00,temperature,22.2,celsius,noisy
observation_e157e9faf4eaf8db,temperature_hallway_01,temperature,2026-08-10T05:32:45.936469+02:00,temperature,21.3,celsius,noisy
observation_bf03b0a84919d89c,temperature_bedroom_01,temperature,2026-08-10T05:33:15.874136+02:00,temperature,21.0,celsius,noisy
observation_7c37c2ed78334c4f,temperature_living_room_01,temperature,2026-08-10T05:43:27.194312+02:00,temperature,22.0,celsius,noisy
observation_6a1c21bde8bd1410,temperature_bathroom_01,temperature,2026-08-10T05:44:23.617819+02:00,temperature,22.2,celsius,noisy
observation_3b06ae1ee2239431,temperature_kitchen_01,temperature,2026-08-10T05:46:53.932109+02:00,temperature,21.2,celsius,noisy
observation_837f0557ce1cc65b,temperature_hallway_01,temperature,2026-08-10T05:47:45.936469+02:00,temperature,21.0,celsius,noisy
observation_88e41c199767cfe6,temperature_bedroom_01,temperature,2026-08-10T05:48:15.874136+02:00,temperature,21.3,celsius,noisy
observation_4f428034c7778004,temperature_living_room_01,temperature,2026-08-10T05:58:27.194312+02:00,temperature,21.8,celsius,noisy
observation_6b7a7da0c2dfb018,temperature_bathroom_01,temperature,2026-08-10T05:59:23.617819+02:00,temperature,22.3,celsius,noisy
observation_aaed5e5039c36b85,temperature_kitchen_01,temperature,2026-08-10T06:01:53.932109+02:00,temperature,20.9,celsius,noisy
observation_be650863016fc6ad,temperature_hallway_01,temperature,2026-08-10T06:02:45.936469+02:00,temperature,21.2,celsius,noisy
observation_37ef2712d589e03b,temperature_bedroom_01,temperature,2026-08-10T06:03:15.874136+02:00,temperature,21.1,celsius,noisy
observation_e6ed666f761a3950,temperature_living_room_01,temperature,2026-08-10T06:13:27.194312+02:00,temperature,21.9,celsius,noisy
observation_7bca30ced5eaff3d,temperature_bathroom_01,temperature,2026-08-10T06:14:23.617819+02:00,temperature,22.0,celsius,noisy
observation_5982c3698c33bbcc,temperature_kitchen_01,temperature,2026-08-10T06:16:53.932109+02:00,temperature,20.9,celsius,noisy
observation_8d0096c62937f635,temperature_hallway_01,temperature,2026-08-10T06:17:45.936469+02:00,temperature,21.1,celsius,noisy
observation_819ca4aee5747e79,temperature_bedroom_01,temperature,2026-08-10T06:18:15.874136+02:00,temperature,21.1,celsius,noisy
observation_c07fb7e0cd1a04cb,temperature_living_room_01,temperature,2026-08-10T06:28:27.194312+02:00,temperature,22.1,celsius,noisy
observation_891edad8c5a68f0b,temperature_bathroom_01,temperature,2026-08-10T06:29:23.617819+02:00,temperature,22.1,celsius,noisy
observation_ee6dfe0576734aa3,temperature_kitchen_01,temperature,2026-08-10T06:31:53.932109+02:00,temperature,21.0,celsius,noisy
observation_fc80be9a60bd58e0,temperature_hallway_01,temperature,2026-08-10T06:32:45.936469+02:00,temperature,20.9,celsius,noisy
observation_7420d69e7a434dcf,temperature_bedroom_01,temperature,2026-08-10T06:33:15.874136+02:00,temperature,21.2,celsius,noisy
observation_a993d33aeff2109c,temperature_living_room_01,temperature,2026-08-10T06:43:27.194312+02:00,temperature,21.9,celsius,noisy
observation_65a98c6ba8c0c62e,temperature_bathroom_01,temperature,2026-08-10T06:44:23.617819+02:00,temperature,22.3,celsius,noisy
observation_e2ea6142f1596857,pir_bedroom_01,pir,2026-08-10T06:46:15.182440+02:00,motion,ON,,nominal
observation_a871548d63831ef1,pir_bedroom_01,pir,2026-08-10T06:46:20.889860+02:00,motion,OFF,,nominal
observation_911d8f79ae86c749,pir_bedroom_01,pir,2026-08-10T06:46:23.787081+02:00,motion,ON,,nominal
observation_49605027fc6fd340,pir_bedroom_01,pir,2026-08-10T06:46:25.765557+02:00,motion,OFF,,nominal
observation_71035c838ebcf06e,pir_bedroom_01,pir,2026-08-10T06:46:31.324344+02:00,motion,ON,,nominal
observation_ff319c53cd5e3691,pir_bedroom_01,pir,2026-08-10T06:46:38.548057+02:00,motion,OFF,,nominal
observation_6a2f8c5c0a859b4f,pir_bedroom_01,pir,2026-08-10T06:46:53.196669+02:00,motion,ON,,nominal
observation_adce0b014270ac09,temperature_kitchen_01,temperature,2026-08-10T06:46:53.932109+02:00,temperature,20.8,celsius,noisy
observation_e84a636002e2031b,pir_bedroom_01,pir,2026-08-10T06:46:57.291141+02:00,motion,OFF,,nominal
observation_0e086a82d5643cb7,pir_bedroom_01,pir,2026-08-10T06:47:03.996122+02:00,motion,ON,,nominal
observation_3eabef3718295a18,pir_bedroom_01,pir,2026-08-10T06:47:09.006732+02:00,motion,OFF,,nominal
observation_7ca53a3fff972f45,pir_bedroom_01,pir,2026-08-10T06:47:26.362470+02:00,motion,ON,,nominal
observation_863b8b6c2a7735d3,pir_bedroom_01,pir,2026-08-10T06:47:35.675406+02:00,motion,OFF,,nominal
observation_f80772077e1b4cdd,temperature_hallway_01,temperature,2026-08-10T06:47:45.936469+02:00,temperature,20.9,celsius,noisy
observation_a839a2fd683eb4b9,pir_bedroom_01,pir,2026-08-10T06:47:46.366280+02:00,motion,ON,,nominal
observation_e329f1447e5df0b1,pir_bedroom_01,pir,2026-08-10T06:47:50.050574+02:00,motion,OFF,,nominal
observation_3be6d181e7e1c2b9,pir_bedroom_01,pir,2026-08-10T06:47:55.276484+02:00,motion,ON,,nominal
observation_a7e52c0d2e7af811,pir_bedroom_01,pir,2026-08-10T06:48:00.029580+02:00,motion,OFF,,nominal
observation_467b3a6e69b93d7a,pir_bedroom_01,pir,2026-08-10T06:48:10.839509+02:00,motion,ON,,nominal
observation_53ed0f29d68480f9,temperature_bedroom_01,temperature,2026-08-10T06:48:15.874136+02:00,temperature,20.9,celsius,noisy
observation_af19fa8060b2e57f,pir_bedroom_01,pir,2026-08-10T06:48:17.041051+02:00,motion,OFF,,nominal
observation_c1aaded8eee41983,pir_bedroom_01,pir,2026-08-10T06:48:18.682477+02:00,motion,ON,,nominal
observation_bd5115ed8b3c49b7,pir_bedroom_01,pir,2026-08-10T06:48:37.099202+02:00,motion,OFF,,nominal
observation_7769961446ade73b,pir_bedroom_01,pir,2026-08-10T06:48:45.084245+02:00,motion,ON,,nominal
observation_f7f4ca75e0cbf055,pir_bedroom_01,pir,2026-08-10T06:48:49.672177+02:00,motion,OFF,,nominal
observation_a8bc71687ba7f15c,pir_bedroom_01,pir,2026-08-10T06:49:07.673537+02:00,motion,ON,,nominal
observation_9d5992b81ad41f0c,pir_bedroom_01,pir,2026-08-10T06:49:09.911336+02:00,motion,OFF,,nominal
observation_3a768f669982157f,pir_bedroom_01,pir,2026-08-10T06:49:45.302341+02:00,motion,ON,,nominal
observation_9c579d1fdd2502d2,pir_bedroom_01,pir,2026-08-10T06:49:47.465815+02:00,motion,OFF,,nominal
observation_bb9e1c8e4e821d62,pir_bedroom_01,pir,2026-08-10T06:50:00.289552+02:00,motion,ON,,nominal
observation_85ac7c4d39599c33,pir_bathroom_01,pir,2026-08-10T06:50:01.669301+02:00,motion,ON,,nominal
observation_78a57e95b3d8fa28,pir_bathroom_01,pir,2026-08-10T06:50:05.760510+02:00,motion,OFF,,nominal
observation_e1710ba3b55bde58,pir_bedroom_01,pir,2026-08-10T06:50:05.977543+02:00,motion,OFF,,nominal
observation_667f5aa616045420,pir_bathroom_01,pir,2026-08-10T06:54:00.205824+02:00,motion,ON,,nominal
observation_6131448473860150,pir_bathroom_01,pir,2026-08-10T06:54:03.129958+02:00,motion,OFF,,nominal
observation_efda861625341898,pir_bathroom_01,pir,2026-08-10T06:54:06.822258+02:00,motion,ON,,nominal
observation_6f09cc661f799127,pir_bathroom_01,pir,2026-08-10T06:54:12.909140+02:00,motion,OFF,,nominal
observation_3196e7f40b34dd7f,pir_bathroom_01,pir,2026-08-10T06:54:18.369897+02:00,motion,ON,,nominal
observation_287f4270c9f36912,pir_bathroom_01,pir,2026-08-10T06:54:20.645667+02:00,motion,OFF,,nominal
observation_db9f4c7ab627869c,pir_bathroom_01,pir,2026-08-10T06:54:33.110186+02:00,motion,ON,,nominal
observation_d23f8e41836fd995,pir_bathroom_01,pir,2026-08-10T06:54:39.772966+02:00,motion,OFF,,nominal
observation_9f369f7a39a89ee1,pir_bathroom_01,pir,2026-08-10T06:54:48.335101+02:00,motion,ON,,nominal
observation_0d5539be2acf88b0,pir_bathroom_01,pir,2026-08-10T06:54:49.904977+02:00,motion,OFF,,nominal
observation_d47c043be5be6c3a,pir_bathroom_01,pir,2026-08-10T06:55:10.625984+02:00,motion,ON,,nominal
observation_43cc2a3f6b744006,pir_bathroom_01,pir,2026-08-10T06:55:17.245970+02:00,motion,OFF,,nominal
observation_03655c05ed4e1d88,pir_bathroom_01,pir,2026-08-10T06:55:32.845221+02:00,motion,ON,,nominal
observation_6298609814792bec,pir_bathroom_01,pir,2026-08-10T06:55:38.320039+02:00,motion,OFF,,nominal
observation_0070cac4d3de4ef5,pir_bathroom_01,pir,2026-08-10T06:55:49.262691+02:00,motion,ON,,nominal
observation_03cbbea967e8fa1b,pir_bathroom_01,pir,2026-08-10T06:55:53.451568+02:00,motion,OFF,,nominal
observation_5080b5646478c9aa,pir_bathroom_01,pir,2026-08-10T06:56:13.983357+02:00,motion,ON,,nominal
observation_46b1e6c630c1b0f1,pir_bathroom_01,pir,2026-08-10T06:56:36.835031+02:00,motion,ON,,nominal
observation_983b362dca57dee5,pir_bathroom_01,pir,2026-08-10T06:56:41.870983+02:00,motion,OFF,,nominal
observation_d33cdf9e51038248,pir_bathroom_01,pir,2026-08-10T06:56:45.970888+02:00,motion,ON,,nominal
observation_6eb2b60f92dfffbc,pir_bathroom_01,pir,2026-08-10T06:56:51.232815+02:00,motion,OFF,,nominal
observation_47743be81834498a,pir_bathroom_01,pir,2026-08-10T06:57:02.396268+02:00,motion,ON,,nominal
observation_712d8ce413011fc8,pir_bathroom_01,pir,2026-08-10T06:57:04.853894+02:00,motion,OFF,,nominal
observation_686160cc17786386,pir_bathroom_01,pir,2026-08-10T06:57:17.375001+02:00,motion,ON,,nominal
observation_2474bdd56ceae5f4,pir_bathroom_01,pir,2026-08-10T06:57:19.692709+02:00,motion,OFF,,nominal
observation_dc11ef3090463390,pir_bathroom_01,pir,2026-08-10T06:57:25.695063+02:00,motion,ON,,nominal
observation_9adffbf854908e05,pir_bathroom_01,pir,2026-08-10T06:57:29.125760+02:00,motion,OFF,,nominal
observation_f8b54263aa3ea8e6,pir_bathroom_01,pir,2026-08-10T06:57:41.238224+02:00,motion,ON,,nominal
observation_6f1b4bca2a728f2a,pir_bathroom_01,pir,2026-08-10T06:57:44.515577+02:00,motion,OFF,,nominal
observation_c2b6ead15a96a288,pir_bathroom_01,pir,2026-08-10T06:57:48.243811+02:00,motion,ON,,nominal
observation_72fbbcbd6b0e83b4,pir_bathroom_01,pir,2026-08-10T06:57:52.809898+02:00,motion,OFF,,nominal
observation_d8f8789c1548f91c,pir_bathroom_01,pir,2026-08-10T06:58:00.100726+02:00,motion,ON,,nominal
observation_000b53b1dd735cf2,pir_bathroom_01,pir,2026-08-10T06:58:02.030403+02:00,motion,OFF,,nominal
observation_7680527e1de06e6f,pir_bathroom_01,pir,2026-08-10T06:58:10.328823+02:00,motion,ON,,nominal
observation_f1becfa610529578,pir_bathroom_01,pir,2026-08-10T06:58:14.771767+02:00,motion,OFF,,nominal
observation_91a1520efb87e986,pir_bathroom_01,pir,2026-08-10T06:58:20.022122+02:00,motion,ON,,nominal
observation_b2e51b3f9a4c6551,pir_bathroom_01,pir,2026-08-10T06:58:23.398841+02:00,motion,OFF,,nominal
observation_f6bf6a6f0b719962,temperature_living_room_01,temperature,2026-08-10T06:58:27.194312+02:00,temperature,21.9,celsius,noisy
observation_e9545c6b7239069d,pir_bathroom_01,pir,2026-08-10T06:58:45.887172+02:00,motion,ON,,nominal
observation_da774e801d9ac8b6,pir_bathroom_01,pir,2026-08-10T06:58:48.006927+02:00,motion,OFF,,nominal
observation_dde3b6686bfb936f,pir_bathroom_01,pir,2026-08-10T06:58:55.089400+02:00,motion,ON,,nominal
observation_313906df0f220e17,pir_bathroom_01,pir,2026-08-10T06:58:56.715064+02:00,motion,OFF,,nominal
observation_2957409e248cde00,pir_bathroom_01,pir,2026-08-10T06:59:04.218140+02:00,motion,ON,,nominal
observation_a96bffe0da7ba882,pir_bathroom_01,pir,2026-08-10T06:59:06.520863+02:00,motion,OFF,,nominal
observation_cb3f1d57901e6903,pir_bathroom_01,pir,2026-08-10T06:59:16.246632+02:00,motion,ON,,nominal
observation_5c5a797830ab90c6,pir_bathroom_01,pir,2026-08-10T06:59:21.666562+02:00,motion,OFF,,nominal
observation_4c9cdfde5de82293,temperature_bathroom_01,temperature,2026-08-10T06:59:23.617819+02:00,temperature,22.1,celsius,noisy
observation_8449aeb3f14ccfe1,pir_bathroom_01,pir,2026-08-10T06:59:43.736231+02:00,motion,ON,,nominal
observation_b29f92ea07958d8c,pir_bathroom_01,pir,2026-08-10T06:59:46.332880+02:00,motion,OFF,,nominal
observation_ffad4fe779fa4a05,pir_bathroom_01,pir,2026-08-10T07:00:07.538484+02:00,motion,ON,,nominal
observation_eaf7523722792259,pir_bathroom_01,pir,2026-08-10T07:00:14.594315+02:00,motion,OFF,,nominal
observation_6c8c0ef6ff4a8c81,pir_bathroom_01,pir,2026-08-10T07:00:22.816642+02:00,motion,ON,,nominal
observation_b0ee3a04815c3174,pir_bathroom_01,pir,2026-08-10T07:00:24.587078+02:00,motion,OFF,,nominal
observation_f6443e282a63d4b2,pir_bathroom_01,pir,2026-08-10T07:00:34.204369+02:00,motion,ON,,nominal
observation_41e1d698122ace9e,pir_bathroom_01,pir,2026-08-10T07:00:36.959880+02:00,motion,OFF,,nominal
observation_733166302d5b7bfd,pir_bathroom_01,pir,2026-08-10T07:00:44.855281+02:00,motion,ON,,nominal
